raceId,driverId,constructorId,code,surname,driver_nationality,team_name,team_nationality,year,round,race_name,circuitId,grid,finishing_position,driver_strength_career,driver_strength_season,team_strength,driver_dnf_rate,team_dnf_rate,driver_track_form,team_track_form
901,1,131,HAM,Hamilton,British,Mercedes,German,2014,2,Malaysian Grand Prix,2,1,1,3.9911894273127753,4.105263157894737,4.614035087719298,0.07048458149779736,0.09868421052631579,5.75,4.5
901,3,131,ROS,Rosberg,German,Mercedes,German,2014,2,Malaysian Grand Prix,2,3,2,3.76271186440678,4.315789473684211,4.614035087719298,0.1016949152542373,0.09868421052631579,2.6666666666666665,4.5
901,20,9,VET,Vettel,German,Red Bull,Austrian,2014,2,Malaysian Grand Prix,2,2,3,7.555555555555555,7.368421052631579,6.489035087719298,0.26666666666666666,0.22587719298245615,7.5,5.625
901,4,6,ALO,Alonso,Spanish,Ferrari,Italian,2014,2,Malaysian Grand Prix,2,4,4,10.748663101604278,7.105263157894737,6.807017543859649,0.4919786096256685,0.19956140350877194,10.0,8.875
901,807,10,HUL,Hülkenberg,German,Force India,Indian,2014,2,Malaysian Grand Prix,2,7,5,11.86046511627907,8.789473684210526,10.005,0.5290697674418605,0.48,10.75,10.5
901,18,1,BUT,Button,British,McLaren,British,2014,2,Malaysian Grand Prix,2,10,6,12.133333333333333,8.052631578947368,10.326754385964913,0.6166666666666667,0.47149122807017546,10.666666666666666,10.5
901,13,3,MAS,Massa,Brazilian,Williams,British,2014,2,Malaysian Grand Prix,2,13,7,10.064102564102564,9.526315789473685,13.208791208791208,0.46153846153846156,0.621978021978022,8.75,7.625
901,822,3,BOT,Bottas,Finnish,Williams,British,2014,2,Malaysian Grand Prix,2,18,8,8.513157894736842,6.105263157894737,13.208791208791208,0.31140350877192985,0.621978021978022,5.75,7.625
901,825,1,MAG,Magnussen,Danish,McLaren,British,2014,2,Malaysian Grand Prix,2,8,9,13.56989247311828,9.842105263157896,10.326754385964913,0.6505376344086021,0.47149122807017546,13.666666666666666,10.5
901,826,5,KVY,Kvyat,Russian,Toro Rosso,Italian,2014,2,Malaysian Grand Prix,2,11,10,12.223214285714286,13.631578947368421,12.809917355371901,0.6785714285714286,0.6859504132231405,11.0,12.75
901,154,208,GRO,Grosjean,French,Lotus F1,British,2014,2,Malaysian Grand Prix,2,15,11,13.514705882352942,14.736842105263158,13.842105263157896,0.7205882352941176,0.7236842105263158,14.0,14.75
901,8,6,RAI,Räikkönen,Finnish,Ferrari,Italian,2014,2,Malaysian Grand Prix,2,6,12,9.417721518987342,9.842105263157896,6.807017543859649,0.4177215189873418,0.19956140350877194,10.0,8.875
901,155,207,KOB,Kobayashi,Japanese,Caterham,Malaysian,2014,2,Malaysian Grand Prix,2,20,13,17.5,17.5,17.823529411764707,0.9375,0.9411764705882353,13.0,13.5
901,828,207,ERI,Ericsson,Swedish,Caterham,Malaysian,2014,2,Malaysian Grand Prix,2,22,14,14.958762886597938,17.9375,17.823529411764707,0.8762886597938144,0.9411764705882353,15.75,13.5
901,820,206,CHI,Chilton,British,Marussia,Russian,2014,2,Malaysian Grand Prix,2,21,15,17.125,17.125,16.806451612903224,0.9375,0.9354838709677419,15.0,17.5
901,817,9,RIC,Ricciardo,Australian,Red Bull,Austrian,2014,2,Malaysian Grand Prix,2,5,16,9.231884057971014,6.105263157894737,6.489035087719298,0.38164251207729466,0.22587719298245615,7.5,5.625
901,821,15,GUT,Gutiérrez,Mexican,Sauber,Swiss,2014,2,Malaysian Grand Prix,2,12,17,15.5,16.0,14.737903225806452,0.925,0.8306451612903226,18.0,16.25
901,16,15,SUT,Sutil,German,Sauber,Swiss,2014,2,Malaysian Grand Prix,2,17,18,16.42105263157895,16.42105263157895,14.737903225806452,0.8947368421052632,0.8306451612903226,18.0,16.25
901,818,5,VER,Vergne,French,Toro Rosso,Italian,2014,2,Malaysian Grand Prix,2,9,19,12.947368421052632,12.947368421052632,12.809917355371901,0.47368421052631576,0.6859504132231405,19.0,12.75
901,824,206,BIA,Bianchi,French,Marussia,Russian,2014,2,Malaysian Grand Prix,2,19,20,16.466666666666665,16.466666666666665,16.806451612903224,0.9333333333333333,0.9354838709677419,20.0,17.5
901,813,208,MAL,Maldonado,Venezuelan,Lotus F1,British,2014,2,Malaysian Grand Prix,2,16,21,14.736842105263158,15.578947368421053,13.842105263157896,0.7105263157894737,0.7236842105263158,18.5,14.75
901,815,10,PER,Pérez,Mexican,Force India,Indian,2014,2,Malaysian Grand Prix,2,14,22,8.561946902654867,11.157894736842104,10.005,0.37610619469026546,0.48,11.75,10.5
902,1,131,HAM,Hamilton,British,Mercedes,German,2014,3,Bahrain Grand Prix,3,2,1,3.9911894273127753,4.105263157894737,4.614035087719298,0.07048458149779736,0.09868421052631579,2.5454545454545454,3.5416666666666665
902,3,131,ROS,Rosberg,German,Mercedes,German,2014,3,Bahrain Grand Prix,3,1,2,3.76271186440678,4.315789473684211,4.614035087719298,0.1016949152542373,0.09868421052631579,2.0,3.5416666666666665
902,815,10,PER,Pérez,Mexican,Force India,Indian,2014,3,Bahrain Grand Prix,3,4,3,8.561946902654867,11.157894736842104,10.005,0.37610619469026546,0.48,8.833333333333334,10.3
902,817,9,RIC,Ricciardo,Australian,Red Bull,Austrian,2014,3,Bahrain Grand Prix,3,13,4,9.231884057971014,6.105263157894737,6.489035087719298,0.38164251207729466,0.22587719298245615,9.363636363636363,7.916666666666667
902,807,10,HUL,Hülkenberg,German,Force India,Indian,2014,3,Bahrain Grand Prix,3,11,5,11.86046511627907,8.789473684210526,10.005,0.5290697674418605,0.48,12.555555555555555,10.3
902,20,9,VET,Vettel,German,Red Bull,Austrian,2014,3,Bahrain Grand Prix,3,10,6,7.555555555555555,7.368421052631579,6.489035087719298,0.26666666666666666,0.22587719298245615,8.777777777777779,7.916666666666667
902,13,3,MAS,Massa,Brazilian,Williams,British,2014,3,Bahrain Grand Prix,3,7,7,10.064102564102564,9.526315789473685,13.208791208791208,0.46153846153846156,0.621978021978022,7.75,12.791666666666666
902,822,3,BOT,Bottas,Finnish,Williams,British,2014,3,Bahrain Grand Prix,3,3,8,8.513157894736842,6.105263157894737,13.208791208791208,0.31140350877192985,0.621978021978022,6.666666666666667,12.791666666666666
902,4,6,ALO,Alonso,Spanish,Ferrari,Italian,2014,3,Bahrain Grand Prix,3,9,9,10.748663101604278,7.105263157894737,6.807017543859649,0.4919786096256685,0.19956140350877194,10.125,7.625
902,8,6,RAI,Räikkönen,Finnish,Ferrari,Italian,2014,3,Bahrain Grand Prix,3,5,10,9.417721518987342,9.842105263157896,6.807017543859649,0.4177215189873418,0.19956140350877194,9.222222222222221,7.625
902,826,5,KVY,Kvyat,Russian,Toro Rosso,Italian,2014,3,Bahrain Grand Prix,3,12,11,12.223214285714286,13.631578947368421,12.809917355371901,0.6785714285714286,0.6859504132231405,9.857142857142858,13.583333333333334
902,154,208,GRO,Grosjean,French,Lotus F1,British,2014,3,Bahrain Grand Prix,3,16,12,13.514705882352942,14.736842105263158,13.842105263157896,0.7205882352941176,0.7236842105263158,12.142857142857142,12.0
902,820,206,CHI,Chilton,British,Marussia,Russian,2014,3,Bahrain Grand Prix,3,21,13,17.125,17.125,16.806451612903224,0.9375,0.9354838709677419,13.0,14.5
902,813,208,MAL,Maldonado,Venezuelan,Lotus F1,British,2014,3,Bahrain Grand Prix,3,17,14,14.736842105263158,15.578947368421053,13.842105263157896,0.7105263157894737,0.7236842105263158,14.5,12.0
902,155,207,KOB,Kobayashi,Japanese,Caterham,Malaysian,2014,3,Bahrain Grand Prix,3,18,15,17.5,17.5,17.823529411764707,0.9375,0.9411764705882353,15.0,17.5
902,824,206,BIA,Bianchi,French,Marussia,Russian,2014,3,Bahrain Grand Prix,3,19,16,16.466666666666665,16.466666666666665,16.806451612903224,0.9333333333333333,0.9354838709677419,16.0,14.5
902,18,1,BUT,Button,British,McLaren,British,2014,3,Bahrain Grand Prix,3,6,17,12.133333333333333,8.052631578947368,10.326754385964913,0.6166666666666667,0.47149122807017546,19.0,11.833333333333334
902,825,1,MAG,Magnussen,Danish,McLaren,British,2014,3,Bahrain Grand Prix,3,8,18,13.56989247311828,9.842105263157896,10.326754385964913,0.6505376344086021,0.47149122807017546,12.8,11.833333333333334
902,821,15,GUT,Gutiérrez,Mexican,Sauber,Swiss,2014,3,Bahrain Grand Prix,3,15,19,15.5,16.0,14.737903225806452,0.925,0.8306451612903226,19.0,14.166666666666666
902,828,207,ERI,Ericsson,Swedish,Caterham,Malaysian,2014,3,Bahrain Grand Prix,3,20,20,14.958762886597938,17.9375,17.823529411764707,0.8762886597938144,0.9411764705882353,14.0,17.5
902,818,5,VER,Vergne,French,Toro Rosso,Italian,2014,3,Bahrain Grand Prix,3,14,21,12.947368421052632,12.947368421052632,12.809917355371901,0.47368421052631576,0.6859504132231405,21.0,13.583333333333334
902,16,15,SUT,Sutil,German,Sauber,Swiss,2014,3,Bahrain Grand Prix,3,22,22,16.42105263157895,16.42105263157895,14.737903225806452,0.8947368421052632,0.8306451612903226,22.0,14.166666666666666
903,1,131,HAM,Hamilton,British,Mercedes,German,2014,4,Chinese Grand Prix,17,1,1,3.9911894273127753,4.105263157894737,4.614035087719298,0.07048458149779736,0.09868421052631579,3.4285714285714284,3.2142857142857144
903,3,131,ROS,Rosberg,German,Mercedes,German,2014,4,Chinese Grand Prix,17,4,2,3.76271186440678,4.315789473684211,4.614035087719298,0.1016949152542373,0.09868421052631579,1.6666666666666667,3.2142857142857144
903,4,6,ALO,Alonso,Spanish,Ferrari,Italian,2014,4,Chinese Grand Prix,17,5,3,10.748663101604278,7.105263157894737,6.807017543859649,0.4919786096256685,0.19956140350877194,9.5,4.285714285714286
903,817,9,RIC,Ricciardo,Australian,Red Bull,Austrian,2014,4,Chinese Grand Prix,17,2,4,9.231884057971014,6.105263157894737,6.489035087719298,0.38164251207729466,0.22587719298245615,6.714285714285714,5.071428571428571
903,20,9,VET,Vettel,German,Red Bull,Austrian,2014,4,Chinese Grand Prix,17,3,5,7.555555555555555,7.368421052631579,6.489035087719298,0.26666666666666666,0.22587719298245615,3.8333333333333335,5.071428571428571
903,807,10,HUL,Hülkenberg,German,Force India,Indian,2014,4,Chinese Grand Prix,17,8,6,11.86046511627907,8.789473684210526,10.005,0.5290697674418605,0.48,12.714285714285714,11.4
903,822,3,BOT,Bottas,Finnish,Williams,British,2014,4,Chinese Grand Prix,17,7,7,8.513157894736842,6.105263157894737,13.208791208791208,0.31140350877192985,0.621978021978022,7.571428571428571,12.428571428571429
903,8,6,RAI,Räikkönen,Finnish,Ferrari,Italian,2014,4,Chinese Grand Prix,17,11,8,9.417721518987342,9.842105263157896,6.807017543859649,0.4177215189873418,0.19956140350877194,5.666666666666667,4.285714285714286
903,815,10,PER,Pérez,Mexican,Force India,Indian,2014,4,Chinese Grand Prix,17,16,9,8.561946902654867,11.157894736842104,10.005,0.37610619469026546,0.48,9.0,11.4
903,826,5,KVY,Kvyat,Russian,Toro Rosso,Italian,2014,4,Chinese Grand Prix,17,13,10,12.223214285714286,13.631578947368421,12.809917355371901,0.6785714285714286,0.6859504132231405,13.6,13.333333333333334
903,18,1,BUT,Button,British,McLaren,British,2014,4,Chinese Grand Prix,17,12,11,12.133333333333333,8.052631578947368,10.326754385964913,0.6166666666666667,0.47149122807017546,12.666666666666666,12.214285714285714
903,818,5,VER,Vergne,French,Toro Rosso,Italian,2014,4,Chinese Grand Prix,17,9,12,12.947368421052632,12.947368421052632,12.809917355371901,0.47368421052631576,0.6859504132231405,12.0,13.333333333333334
903,825,1,MAG,Magnussen,Danish,McLaren,British,2014,4,Chinese Grand Prix,17,15,13,13.56989247311828,9.842105263157896,10.326754385964913,0.6505376344086021,0.47149122807017546,12.833333333333334,12.214285714285714
903,813,208,MAL,Maldonado,Venezuelan,Lotus F1,British,2014,4,Chinese Grand Prix,17,22,14,14.736842105263158,15.578947368421053,13.842105263157896,0.7105263157894737,0.7236842105263158,16.0,15.0
903,13,3,MAS,Massa,Brazilian,Williams,British,2014,4,Chinese Grand Prix,17,6,15,10.064102564102564,9.526315789473685,13.208791208791208,0.46153846153846156,0.621978021978022,10.0,12.428571428571429
903,821,15,GUT,Gutiérrez,Mexican,Sauber,Swiss,2014,4,Chinese Grand Prix,17,17,16,15.5,16.0,14.737903225806452,0.925,0.8306451612903226,15.0,16.25
903,824,206,BIA,Bianchi,French,Marussia,Russian,2014,4,Chinese Grand Prix,17,19,17,16.466666666666665,16.466666666666665,16.806451612903224,0.9333333333333333,0.9354838709677419,17.0,18.0
903,155,207,KOB,Kobayashi,Japanese,Caterham,Malaysian,2014,4,Chinese Grand Prix,17,18,18,17.5,17.5,17.823529411764707,0.9375,0.9411764705882353,18.0,19.0
903,820,206,CHI,Chilton,British,Marussia,Russian,2014,4,Chinese Grand Prix,17,21,19,17.125,17.125,16.806451612903224,0.9375,0.9354838709677419,19.0,18.0
903,828,207,ERI,Ericsson,Swedish,Caterham,Malaysian,2014,4,Chinese Grand Prix,17,20,20,14.958762886597938,17.9375,17.823529411764707,0.8762886597938144,0.9411764705882353,15.4,19.0
903,154,208,GRO,Grosjean,French,Lotus F1,British,2014,4,Chinese Grand Prix,17,10,21,13.514705882352942,14.736842105263158,13.842105263157896,0.7205882352941176,0.7236842105263158,14.333333333333334,15.0
903,16,15,SUT,Sutil,German,Sauber,Swiss,2014,4,Chinese Grand Prix,17,14,22,16.42105263157895,16.42105263157895,14.737903225806452,0.8947368421052632,0.8306451612903226,22.0,16.25
904,1,131,HAM,Hamilton,British,Mercedes,German,2014,5,Spanish Grand Prix,4,1,1,3.9911894273127753,4.105263157894737,4.614035087719298,0.07048458149779736,0.09868421052631579,3.5454545454545454,4.590909090909091
904,3,131,ROS,Rosberg,German,Mercedes,German,2014,5,Spanish Grand Prix,4,2,2,3.76271186440678,4.315789473684211,4.614035087719298,0.1016949152542373,0.09868421052631579,8.333333333333334,4.590909090909091
904,817,9,RIC,Ricciardo,Australian,Red Bull,Austrian,2014,5,Spanish Grand Prix,4,3,3,9.231884057971014,6.105263157894737,6.489035087719298,0.38164251207729466,0.22587719298245615,7.8,4.636363636363637
904,20,9,VET,Vettel,German,Red Bull,Austrian,2014,5,Spanish Grand Prix,4,15,4,7.555555555555555,7.368421052631579,6.489035087719298,0.26666666666666666,0.22587719298245615,5.666666666666667,4.636363636363637
904,822,3,BOT,Bottas,Finnish,Williams,British,2014,5,Spanish Grand Prix,4,4,5,8.513157894736842,6.105263157894737,13.208791208791208,0.31140350877192985,0.621978021978022,7.454545454545454,13.772727272727273
904,4,6,ALO,Alonso,Spanish,Ferrari,Italian,2014,5,Spanish Grand Prix,4,7,6,10.748663101604278,7.105263157894737,6.807017543859649,0.4919786096256685,0.19956140350877194,12.222222222222221,7.590909090909091
904,8,6,RAI,Räikkönen,Finnish,Ferrari,Italian,2014,5,Spanish Grand Prix,4,6,7,9.417721518987342,9.842105263157896,6.807017543859649,0.4177215189873418,0.19956140350877194,11.375,7.590909090909091
904,154,208,GRO,Grosjean,French,Lotus F1,British,2014,5,Spanish Grand Prix,4,5,8,13.514705882352942,14.736842105263158,13.842105263157896,0.7205882352941176,0.7236842105263158,13.0,12.5
904,815,10,PER,Pérez,Mexican,Force India,Indian,2014,5,Spanish Grand Prix,4,11,9,8.561946902654867,11.157894736842104,10.005,0.37610619469026546,0.48,7.363636363636363,10.8
904,807,10,HUL,Hülkenberg,German,Force India,Indian,2014,5,Spanish Grand Prix,4,10,10,11.86046511627907,8.789473684210526,10.005,0.5290697674418605,0.48,13.75,10.8
904,18,1,BUT,Button,British,McLaren,British,2014,5,Spanish Grand Prix,4,8,11,12.133333333333333,8.052631578947368,10.326754385964913,0.6166666666666667,0.47149122807017546,12.0,11.681818181818182
904,825,1,MAG,Magnussen,Danish,McLaren,British,2014,5,Spanish Grand Prix,4,14,12,13.56989247311828,9.842105263157896,10.326754385964913,0.6505376344086021,0.47149122807017546,13.333333333333334,11.681818181818182
904,13,3,MAS,Massa,Brazilian,Williams,British,2014,5,Spanish Grand Prix,4,9,13,10.064102564102564,9.526315789473685,13.208791208791208,0.46153846153846156,0.621978021978022,10.0,13.772727272727273
904,826,5,KVY,Kvyat,Russian,Toro Rosso,Italian,2014,5,Spanish Grand Prix,4,12,14,12.223214285714286,13.631578947368421,12.809917355371901,0.6785714285714286,0.6859504132231405,10.666666666666666,11.583333333333334
904,813,208,MAL,Maldonado,Venezuelan,Lotus F1,British,2014,5,Spanish Grand Prix,4,22,15,14.736842105263158,15.578947368421053,13.842105263157896,0.7105263157894737,0.7236842105263158,17.0,12.5
904,821,15,GUT,Gutiérrez,Mexican,Sauber,Swiss,2014,5,Spanish Grand Prix,4,13,16,15.5,16.0,14.737903225806452,0.925,0.8306451612903226,13.5,13.083333333333334
904,16,15,SUT,Sutil,German,Sauber,Swiss,2014,5,Spanish Grand Prix,4,16,17,16.42105263157895,16.42105263157895,14.737903225806452,0.8947368421052632,0.8306451612903226,17.0,13.083333333333334
904,824,206,BIA,Bianchi,French,Marussia,Russian,2014,5,Spanish Grand Prix,4,18,18,16.466666666666665,16.466666666666665,16.806451612903224,0.9333333333333333,0.9354838709677419,18.0,18.5
904,820,206,CHI,Chilton,British,Marussia,Russian,2014,5,Spanish Grand Prix,4,17,19,17.125,17.125,16.806451612903224,0.9375,0.9354838709677419,19.0,18.5
904,828,207,ERI,Ericsson,Swedish,Caterham,Malaysian,2014,5,Spanish Grand Prix,4,19,20,14.958762886597938,17.9375,17.823529411764707,0.8762886597938144,0.9411764705882353,14.0,20.5
904,155,207,KOB,Kobayashi,Japanese,Caterham,Malaysian,2014,5,Spanish Grand Prix,4,20,21,17.5,17.5,17.823529411764707,0.9375,0.9411764705882353,21.0,20.5
904,818,5,VER,Vergne,French,Toro Rosso,Italian,2014,5,Spanish Grand Prix,4,21,22,12.947368421052632,12.947368421052632,12.809917355371901,0.47368421052631576,0.6859504132231405,22.0,11.583333333333334
905,3,131,ROS,Rosberg,German,Mercedes,German,2014,6,Monaco Grand Prix,6,1,1,3.76271186440678,4.315789473684211,4.614035087719298,0.1016949152542373,0.09868421052631579,3.0,4.9
905,1,131,HAM,Hamilton,British,Mercedes,German,2014,6,Monaco Grand Prix,6,2,2,3.9911894273127753,4.105263157894737,4.614035087719298,0.07048458149779736,0.09868421052631579,4.3,4.9
905,817,9,RIC,Ricciardo,Australian,Red Bull,Austrian,2014,6,Monaco Grand Prix,6,3,3,9.231884057971014,6.105263157894737,6.489035087719298,0.38164251207729466,0.22587719298245615,6.666666666666667,6.45
905,4,6,ALO,Alonso,Spanish,Ferrari,Italian,2014,6,Monaco Grand Prix,6,5,4,10.748663101604278,7.105263157894737,6.807017543859649,0.4919786096256685,0.19956140350877194,10.125,6.3
905,807,10,HUL,Hülkenberg,German,Force India,Indian,2014,6,Monaco Grand Prix,6,11,5,11.86046511627907,8.789473684210526,10.005,0.5290697674418605,0.48,12.375,9.6
905,18,1,BUT,Button,British,McLaren,British,2014,6,Monaco Grand Prix,6,12,6,12.133333333333333,8.052631578947368,10.326754385964913,0.6166666666666667,0.47149122807017546,10.25,10.05
905,13,3,MAS,Massa,Brazilian,Williams,British,2014,6,Monaco Grand Prix,6,16,7,10.064102564102564,9.526315789473685,13.208791208791208,0.46153846153846156,0.621978021978022,10.25,14.1
905,154,208,GRO,Grosjean,French,Lotus F1,British,2014,6,Monaco Grand Prix,6,14,8,13.514705882352942,14.736842105263158,13.842105263157896,0.7205882352941176,0.7236842105263158,11.0,15.5
905,824,206,BIA,Bianchi,French,Marussia,Russian,2014,6,Monaco Grand Prix,6,21,9,16.466666666666665,16.466666666666665,16.806451612903224,0.9333333333333333,0.9354838709677419,9.0,11.5
905,825,1,MAG,Magnussen,Danish,McLaren,British,2014,6,Monaco Grand Prix,6,8,10,13.56989247311828,9.842105263157896,10.326754385964913,0.6505376344086021,0.47149122807017546,15.625,10.05
905,828,207,ERI,Ericsson,Swedish,Caterham,Malaysian,2014,6,Monaco Grand Prix,6,22,11,14.958762886597938,17.9375,17.823529411764707,0.8762886597938144,0.9411764705882353,13.6,12.0
905,8,6,RAI,Räikkönen,Finnish,Ferrari,Italian,2014,6,Monaco Grand Prix,6,6,12,9.417721518987342,9.842105263157896,6.807017543859649,0.4177215189873418,0.19956140350877194,10.428571428571429,6.3
905,155,207,KOB,Kobayashi,Japanese,Caterham,Malaysian,2014,6,Monaco Grand Prix,6,20,13,17.5,17.5,17.823529411764707,0.9375,0.9411764705882353,13.0,12.0
905,820,206,CHI,Chilton,British,Marussia,Russian,2014,6,Monaco Grand Prix,6,19,14,17.125,17.125,16.806451612903224,0.9375,0.9354838709677419,14.0,11.5
905,821,15,GUT,Gutiérrez,Mexican,Sauber,Swiss,2014,6,Monaco Grand Prix,6,17,15,15.5,16.0,14.737903225806452,0.925,0.8306451612903226,13.0,15.166666666666666
905,822,3,BOT,Bottas,Finnish,Williams,British,2014,6,Monaco Grand Prix,6,13,16,8.513157894736842,6.105263157894737,13.208791208791208,0.31140350877192985,0.621978021978022,10.6,14.1
905,818,5,VER,Vergne,French,Toro Rosso,Italian,2014,6,Monaco Grand Prix,6,7,17,12.947368421052632,12.947368421052632,12.809917355371901,0.47368421052631576,0.6859504132231405,17.0,12.75
905,16,15,SUT,Sutil,German,Sauber,Swiss,2014,6,Monaco Grand Prix,6,18,18,16.42105263157895,16.42105263157895,14.737903225806452,0.8947368421052632,0.8306451612903226,18.0,15.166666666666666
905,826,5,KVY,Kvyat,Russian,Toro Rosso,Italian,2014,6,Monaco Grand Prix,6,9,19,12.223214285714286,13.631578947368421,12.809917355371901,0.6785714285714286,0.6859504132231405,12.8,12.75
905,20,9,VET,Vettel,German,Red Bull,Austrian,2014,6,Monaco Grand Prix,6,4,20,7.555555555555555,7.368421052631579,6.489035087719298,0.26666666666666666,0.22587719298245615,5.75,6.45
905,815,10,PER,Pérez,Mexican,Force India,Indian,2014,6,Monaco Grand Prix,6,10,21,8.561946902654867,11.157894736842104,10.005,0.37610619469026546,0.48,10.7,9.6
905,813,208,MAL,Maldonado,Venezuelan,Lotus F1,British,2014,6,Monaco Grand Prix,6,15,22,14.736842105263158,15.578947368421053,13.842105263157896,0.7105263157894737,0.7236842105263158,21.0,15.5
906,817,9,RIC,Ricciardo,Australian,Red Bull,Austrian,2014,7,Canadian Grand Prix,7,6,1,9.231884057971014,6.105263157894737,6.489035087719298,0.38164251207729466,0.22587719298245615,6.625,6.944444444444445
906,3,131,ROS,Rosberg,German,Mercedes,German,2014,7,Canadian Grand Prix,7,1,2,3.76271186440678,4.315789473684211,4.614035087719298,0.1016949152542373,0.09868421052631579,3.0,4.388888888888889
906,20,9,VET,Vettel,German,Red Bull,Austrian,2014,7,Canadian Grand Prix,7,3,3,7.555555555555555,7.368421052631579,6.489035087719298,0.26666666666666666,0.22587719298245615,4.142857142857143,6.944444444444445
906,18,1,BUT,Button,British,McLaren,British,2014,7,Canadian Grand Prix,7,9,4,12.133333333333333,8.052631578947368,10.326754385964913,0.6166666666666667,0.47149122807017546,15.0,13.166666666666666
